Index,News Source,URL,Parent entity,Child Entity,Sentiment,Weight,Confidence Score,Cost,Summary (upto 10 words)
56,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-companies-go-startups-way-appoint-chief-growth-officers/articleshow/110853577.cms,Tech Mahindra,AI,Positive,0.55,0.164,0,"chief growth officer: IT companies go startups way, appoint chief"
57,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-cos-log-productivity-win-in-q2-with-better-revenue-per-employee/articleshow/125282255.cms,Tech Mahindra,AI,Positive,0.55,0.225,0,IT companies log productivity win in Q2 with better revenue
58,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-large-caps-back-on-acquisition-track-to-boost-skills-footprint/articleshow/125623462.cms,Tech Mahindra,AI,Positive,0.55,0.035,0,"IT large caps back on acquisition track to boost skills,"
59,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/its-growth-search-takes-them-to-doors-of-mid-market-firms/articleshow/121630414.cms,Tech Mahindra,AI,Positive,0.475,0.136,0,ITâs growth search takes them to doors of mid-market firms
60,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/mission-fy26-its-time-to-reboot-hiring/articleshow/116639464.cms,Tech Mahindra,AI,Positive,0.475,0.121,0,India IT hiring FY26: Mission FY26: ITâs time to reboot
61,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/talent-hungry-gccs-fish-for-professionals-at-tech-pools-of-it-firms/articleshow/115310877.cms,Tech Mahindra,AI,Positive,0.475,0.032,0,Talent Acquisition in GCCs: Talent-hungry GCCs fish for professionals at
62,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/tech-mahindra-aiming-for-bigger-bite-of-bank-tech-spends-ceo-says/articleshow/116489206.cms,Tech Mahindra,AI,Negative,0.675,0.062,0,"Tech Mahindra aiming for bigger bite of bank tech spends,"
63,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/tech-majors-keep-count-up-despite-one-outlier/articleshow/124694042.cms,Tech Mahindra,AI,Positive,0.55,0.086,0,Tech majors keep count up despite one outlier - The
64,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/top-it-companies-gain-market-share-over-global-firms/articleshow/108443112.cms,Tech Mahindra,AI,Positive,0.55,0.142,0,"IT companies: TCS, HCL and other top IT companies gain"
65,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/ettech-unwrapped/how-regulatory-actions-prompted-a-rethink-in-the-startup-world-and-other-top-stories-this-week/articleshow/108532158.cms,Tech Mahindra,AI,Positive,0.475,0.043,0,Regulatory actions prompt rethink among fintechs; and other top startup
66,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/ettech-unwrapped/new-age-firms-ride-market-surge-in-buoyant-week-and-other-top-tech-startup-stories-this-week/articleshow/106793894.cms,Tech Mahindra,AI,Positive,0.6,0.281,0,New-age firms ride market surge in buoyant week; and other
67,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/ettech-unwrapped/top-tech-and-startup-stories-this-week/articleshow/120633992.cms,Tech Mahindra,AI,Positive,0.475,0.102,0,Top tech and startup stories this week
68,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/ettech-unwrapped/top-tech-and-startup-stories-this-week/articleshow/124008836.cms,Tech Mahindra,AI,Positive,0.6,0.119,0,Top tech and startup stories this week
69,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/ettech-unwrapped/top-tech-and-startup-stories-this-week/articleshow/124651471.cms,Tech Mahindra,AI,Positive,0.55,0.155,0,Top tech and startup stories this week
70,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/ai-in-wealthtech-etsa-2024-top-innovator-winner-interview/articleshow/113581591.cms,Tech Mahindra,AI,Positive,0.375,0.243,0,AI in wealthtech; ETSA 2024 Top Innovator winner interview
71,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/amazons-bazaar-to-challenge-meesho-ai-opportunity-in-edtech/articleshow/107865605.cms,Tech Mahindra,AI,Positive,0.55,0.183,0,Amazon’s Bazaar to challenge Meesho; AI & edtech
72,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/festive-sales-enter-slog-overs-pismo-ceo-on-india-outreach/articleshow/124565374.cms,Tech Mahindra,AI,Positive,0.75,0.148,0,Festive sales enter slog overs; Pismo CEO on India outreach
73,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/govt-to-tweak-rules-for-ai-firms-llms-fy23-financials-for-unacademy-myntra/articleshow/106527981.cms,Tech Mahindra,AI,Positive,0.475,0.139,0,"Govt may tweak rules for AI firms, LLMs; FY23 financials"
74,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/ipo-gold-rush-for-investors-second-hand-ev-sales-sputter/articleshow/110853688.cms,Tech Mahindra,AI,Positive,0.55,0.077,0,IPO gold rush for investors; second-hand EV sales sputter
75,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/it-ceos-salary-in-fy24-wipro-offers-85-variable-pay/articleshow/110717331.cms,Tech Mahindra,AI,Positive,0.475,0.069,0,IT CEOs' salary in FY24; Wipro offers 85% variable pay
76,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/it-sector-adds-fewer-hands-bigbaskets-muted-financials/articleshow/122892169.cms,Tech Mahindra,AI,Positive,0.375,0.139,0,IT sector adds fewer hands; BigBasket’s muted financials
77,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/paypal-ceo-interview-infosys-q1-report/articleshow/122869753.cms,Tech Mahindra,AI,Positive,0.375,0.102,0,PayPal CEO interview; Infosys Q1 report
78,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/peak-xvs-new-fund-sebis-bond-crackdown/articleshow/120600547.cms,Tech Mahindra,AI,Positive,0.75,0.047,0,Peak XV’s new fund; Sebi’s bond crackdown
79,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/q-comms-festive-hustle-gets-faster-gst-cuts-taxing-for-evs/articleshow/123987723.cms,Tech Mahindra,AI,Positive,0.575,0.079,0,Q-comm's festive hustle gets faster; GST cuts taxing for EVs
80,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/qcomms-ad-dreams-paytm-swings-to-black/articleshow/122847698.cms,Tech Mahindra,AI,Negative,0.475,0.077,0,Qcomm’s ad revenue push; Paytm swings to black
81,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/freshworks-financials-ettech-done-deals/articleshow/118180321.cms,Tech Mahindra,AI,Positive,0.55,0.075,0,Freshworks sees growth; Prosus’ Rapido ride
82,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/us-turbulence-hits-it-stocks-narayana-murthys-ai-warning/articleshow/118982637.cms,Tech Mahindra,AI,Positive,0.55,0.122,0,US turbulence hits IT stocks; Narayana Murthy’s AI warning
83,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/tech-bytes/bpo-clients-automating-ops-via-ai-to-raise-productivity-automation-anywhere-cto/articleshow/111788666.cms,Tech Mahindra,AI,Positive,0.55,0.141,0,Automation Anywhere: BPO clients automating ops via AI to raise
84,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/child-prodigy-ai-needs-guidance-says-mahindra/articleshow/122669600.cms,Tech Mahindra,AI,Positive,0.65,0.201,0,"'Child prodigy' AI needs guidance, says Mahindra - The Economic"
85,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/eight-firms-selected-for-incentives-to-develop-foundational-ai-models/articleshow/123976026.cms,Tech Mahindra,AI,Positive,0.75,0.148,0,Eight firms selected for incentives to develop foundational AI models
86,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/investments-in-ai-cloud-set-to-drive-it-spending-in-2026/articleshow/126236597.cms,Tech Mahindra,AI,Positive,0.55,0.113,0,"Investments in AI, cloud set to drive IT spending in"
87,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/mahindras-form-ai-division-to-benefit-group-businesses/articleshow/113568974.cms,Tech Mahindra,AI,Positive,0.475,0.202,0,Mahindras form AI division to benefit group businesses - The
88,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/ettech-unwrapped/top-tech-and-startup-stories-this-week/articleshow/124651471.cms,Tech Mahindra,Anthropic,Positive,0.475,0.108,0,Top tech and startup stories this week
89,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/festive-sales-enter-slog-overs-pismo-ceo-on-india-outreach/articleshow/124565374.cms,Tech Mahindra,Anthropic,Positive,0.75,0.121,0,Festive sales enter slog overs; Pismo CEO on India outreach
90,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/peak-xvs-new-fund-sebis-bond-crackdown/articleshow/120600547.cms,Tech Mahindra,Anthropic,Neutral,0.675,0.93,0,Peak XV’s new fund; Sebi’s bond crackdown
91,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/freshworks-financials-ettech-done-deals/articleshow/118180321.cms,Tech Mahindra,Deepseek,Positive,0.475,0.097,0,Freshworks sees growth; Prosus’ Rapido ride
92,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/121479588.cms,Tech Mahindra,Economics,Positive,0.3,0.039,0,Stock market update: FMCG stocks down as market rises
93,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/121479589.cms,Tech Mahindra,Economics,Positive,0.3,0.039,0,Stock market update: Power stocks down as market rises
94,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/121505966.cms,Tech Mahindra,Economics,Positive,0.3,0.028,0,Stock market update: Power stocks down as market falls
95,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/121506056.cms,Tech Mahindra,Economics,Positive,0.3,0.048,0,Stock market update: Stocks that hit 52-week highs on NSE
96,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/121570438.cms,Tech Mahindra,Economics,Positive,0.375,0.075,0,Share market update: Most active stocks in today's market in
97,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/121585882.cms,Tech Mahindra,Economics,Positive,0.375,0.067,0,"Sensex falls over 300 points, Nifty below 24,650 on global"
98,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/121614446.cms,Tech Mahindra,Economics,Positive,0.3,0.039,0,Stock market update: Sugar stocks up as market rises
99,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/121639702.cms,Tech Mahindra,Economics,Positive,0.3,0.06,0,Stock market update: Power stocks up as market rises
100,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/121792928.cms,Tech Mahindra,Economics,Negative,0.3,0.043,0,Stock market update: Stocks that hit 52-week lows on NSE
101,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/121793033.cms,Tech Mahindra,Economics,Positive,0.3,0.028,0,Stock market update: FMCG stocks down as market falls
102,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/121847186.cms,Tech Mahindra,Economics,Positive,0.375,0.098,0,"F&O Talk| Nifty's narrow range breaks on Iran-Israel tensions; 24,450–24,500"
103,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/122196565.cms,Tech Mahindra,Economics,Positive,0.375,0.052,0,Sensex falls! But these stocks are up over 5% on
104,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/122245921.cms,Tech Mahindra,Economics,Positive,0.3,0.04,0,2 top stock recommendations from CA Rudramurthy
105,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/122289063.cms,Tech Mahindra,Economics,Negative,0.3,0.033,0,Share market update: Most active stocks on D-Street today in
106,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/122289160.cms,Tech Mahindra,Economics,Positive,0.3,0.028,0,Stock market update: Mining stocks down as market rises
107,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/122414427.cms,Tech Mahindra,Economics,Positive,0.45,0.033,0,"Q1 earnings, FII activity among 7 factors that may impact"
108,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/122429705.cms,Tech Mahindra,Economics,Positive,0.3,0.059,0,Stock market update: Fertilisers stocks up as market falls
