Index,News Source,URL,Parent entity,Child Entity,Sentiment,Weight,Confidence Score,Cost,Summary (upto 10 words)
20,economictimes.indiatimes.com,https://economictimes.indiatimes.com/industry/telecom/telecom-news/independence-day-august-15-india-telecom-it-history-mobile-revolution-digital-india-jio-5g/articleshow/123255575.cms,Wipro,AI,Positive,0.375,0.055,0,"How Jio, UPI and 5G rewrote India’s IT story"
21,economictimes.indiatimes.com,https://economictimes.indiatimes.com/jobs/hr-policies-trends/indian-it-hiring-2025-promises-rebound-ai/data-science-roles-to-dominate-job-market/articleshow/116619527.cms,Wipro,AI,Positive,0.575,0.237,0,Indian IT hiring: 2025 promises rebound; AI/data science roles to
22,economictimes.indiatimes.com,https://economictimes.indiatimes.com/jobs/hr-policies-trends/techies-hired-and-fired-tcs-infosys-wipro-add-1400-jobs-but-trade-turmoil-keeps-it-headcount-in-check/articleshow/120424294.cms,Wipro,AI,Negative,0.55,0.122,0,"Techies hired and fired: TCS, Infosys, Wipro add 1,400 jobs,"
23,economictimes.indiatimes.com,https://economictimes.indiatimes.com/jobs/mid-career/india-incs-attrition-rates-hit-lowest-point-since-2020-amid-hiring-slowdown/articleshow/118767184.cms,Wipro,AI,Positive,0.2,0.106,0,India Inc's attrition rates in 2024 hit lowest point since
24,economictimes.indiatimes.com,https://economictimes.indiatimes.com/jobs/mid-career/tier-2-it-firms-upstage-sector-leaders-in-talent-poaching/articleshow/110774044.cms,Wipro,AI,Positive,0.375,0.181,0,Midcap IT companies in India poach talent from industry majors
25,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/anand-james-on-niftys-path-to-26000-sector-trends-and-top-stock-picks-for-the-week/articleshow/124505684.cms,Wipro,AI,Positive,0.375,0.282,0,"Anand James on Nifty’s path to 26,000, sector trends, and"
26,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/cautious-on-largecap-it-metals-zomato-or-swiggy-reliance-can-be-portfolio-bets-dipan-mehta/articleshow/116198052.cms,Wipro,AI,Positive,0.45,0.328,0,"Cautious on largecap IT, metals; Zomato or Swiggy & Reliance"
27,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/fo-talk-nifty-eyes-strong-support-at-21200-21300-monthly-20-ema-breach-likely-rahul-ghose-of-hedged-in/articleshow/115376904.cms,Wipro,AI,Positive,0.3,0.364,0,"F&O Talk | Nifty eyes strong support at 21,200-21,300, monthly"
28,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/fo-talk-nifty-rally-not-sustainable-on-few-big-names-broader-participation-essential-rahul-ghose-of-hedged-in/articleshow/116767594.cms,Wipro,AI,Positive,0.3,0.306,0,F&O Talk | Nifty rally not sustainable on few big
29,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/fo-talk-nifty-to-face-resistance-around-the-25400-consolidation-likely-in-2025-rahul-ghose-of-hedged-in/articleshow/116315121.cms,Wipro,AI,Positive,0.3,0.304,0,"F&O Talk| Nifty to face resistance around the 25,400, consolidation"
30,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/gst-relief-yet-to-translate-into-consumption-boost-warns-dhananjay-sinha/articleshow/125542341.cms,Wipro,AI,Positive,0.6,0.094,0,"GST relief yet to translate into consumption boost, warns Dhananjay"
31,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/indian-it-sector-shows-resilience-amid-global-headwinds-gaurang-shah/articleshow/124620442.cms,Wipro,AI,Positive,0.4,0.299,0,Indian IT sector shows resilience amid global headwinds: Gaurang Shah
32,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/long-term-outlook-good-for-it-services-sector-macquaries-ravi-menon-bullish-on-5-large-and-midcap-stocks/articleshow/112707059.cms,Wipro,AI,Positive,0.475,0.308,0,Long-term outlook good for IT services sector; Macquarie's Ravi Menon
33,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/not-banks-prefer-industrials-manufacturing-domestic-economy-focused-companies-in-our-portfolios-deepak-shenoy/articleshow/109150116.cms,Wipro,AI,Positive,0.4,0.172,0,"Not banks, prefer industrials, manufacturing & domestic economy focused companies"
34,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/sandip-agarwals-4-top-bets-from-it-sector-for-near-term/articleshow/110791619.cms,Wipro,AI,Positive,0.3,0.226,0,Sandip Agarwal's 4 top bets from IT sector for near
35,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/sanjiv-bhasin-is-sticking-with-these-4-banks-nbfcs-heres-why/articleshow/106717208.cms,Wipro,AI,Positive,0.3,0.379,0,Sanjiv Bhasin is sticking with these 4 banks & NBFCs.
36,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/sanjiv-bhasin-sees-nalco-doubling-in-a-year-offers-a-dark-horse-pick/articleshow/107647925.cms,Wipro,AI,Positive,0.3,0.3,0,Sanjiv Bhasin sees Nalco doubling in a year; offers a
37,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/tcs-had-a-decent-q3-barring-the-order-wins-mayuresh-joshi/articleshow/106747771.cms,Wipro,AI,Positive,0.4,0.099,0,TCS had a decent Q3 barring the order wins: Mayuresh
38,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/use-any-rallies-to-switch-from-it-to-domestic-themes-vinit-bolinjkar/articleshow/109841113.cms,Wipro,AI,Positive,0.4,0.223,0,Use any rallies to switch from IT to domestic themes:
39,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/want-to-be-a-bit-cautious-now-not-doing-any-fresh-purchases-dipan-mehta/articleshow/108664809.cms,Wipro,AI,Positive,0.375,0.276,0,Want to be a bit cautious now; not doing any
40,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/what-would-a-victory-for-trump-mean-for-indian-it-sector-moshe-katri-answers/articleshow/111853722.cms,Wipro,AI,Positive,0.375,0.237,0,How will a victory for Trump impact Indian IT sector?
41,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/wipro-ceo-srini-pallia-sees-strong-ai-led-pipeline-cfo-flags-one-off-q2-margin-hit/articleshow/124623376.cms,Wipro,AI,Positive,1.0,0.198,0,Wipro CEO Srini Pallia sees strong AI-led pipeline; CFO flags
42,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/wipro-focusing-on-5-key-strategic-initiatives-to-drive-growth-says-ceo-srini-pallia/articleshow/120373107.cms,Wipro,AI,Positive,0.55,0.042,0,"Wipro focusing on 5 key strategic initiatives to drive growth,"
43,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/heat-wave-elections-in-india-create-unlikely-earnings-winners-and-losers/articleshow/111674874.cms,Wipro,AI,Positive,0.55,0.059,0,"Heat wave, elections to create unlikely earnings winners and losers"
44,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/tcs-likely-to-report-sluggish-revenue-growth-in-q3-while-weaker-rupee-may-support-margin/articleshow/117058809.cms,Wipro,AI,Positive,0.3,0.311,0,TCS’ operating efficiency to bring shine amid muted top-line show
45,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/wipro-q2-preview-profit-may-rise-4-yoy-amid-weak-demand-and-deal-ramp-ups/articleshow/124571570.cms,Wipro,AI,Positive,0.575,0.16,0,Wipro Q2 Preview: Profit may rise 4% YoY amid weak
46,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/zaggle-q4-results-net-profit-jumps-to-rs-19-crore/articleshow/110371834.cms,Wipro,AI,Positive,0.375,0.33,0,Zaggle Q4 Results: Net profit jumps to Rs 19 crore
47,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-d-street-action-on-tuesday/articleshow/107636837.cms,Wipro,AI,Positive,0.375,0.311,0,Ahead of Market: 10 things that will decide D-Street action
48,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/amazon-and-meta-surge-after-results-while-apple-drops/articleshow/107340166.cms,Wipro,AI,Positive,0.4,0.265,0,"Amazon and Meta surge after results, while Apple drops"
49,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/eternal-surpasses-2-tata-group-firms-in-market-cap-enters-nifty50s-top-25-club/articleshow/123918033.cms,Wipro,AI,Positive,0.375,0.219,0,"Eternal surpasses 2 Tata Group firms in market cap, sets"
50,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/four-lost-years-push-indian-it-to-an-ai-reckoning-will-tcs-infosys-wipro-deliver-in-2026/articleshow/126133433.cms,Wipro,AI,Positive,0.8,0.076,0,Four lost years push Indian IT to an AI reckoning.
51,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/from-cyient-to-tcs-49-it-stocks-see-fii-selling-amid-year-long-slump-do-you-own-any/articleshow/125970165.cms,Wipro,AI,Positive,0.3,0.351,0,"From Cyient to TCS, 49 IT stocks see FII selling"
52,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/high-risk-investors-can-bet-on-nifty-it-index/articleshow/125474684.cms,Wipro,AI,Positive,0.375,0.218,0,High-risk investors can bet on Nifty IT index
53,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/infosys-caught-in-buyback-vs-ai-tangle-whats-beneficial-for-its-26-lakh-shareholders/articleshow/123914132.cms,Wipro,AI,Positive,0.55,0.104,0,Infosys caught in buyback vs AI tangle: What's beneficial for
54,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-crowned-2025s-worst-sector-are-tcs-hcl-tech-no-longer-buy-and-hold-stocks/articleshow/122482334.cms,Wipro,AI,Negative,0.75,0.188,0,"IT crowned 2025's worst sector: Are TCS, HCL Tech no"
55,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-stocks-hit-decade-high-3-2-dividend-yield-as-fiis-flee-should-you-buy-tcs-infosys-wipro-before-q1-results/articleshow/122310362.cms,Wipro,AI,Negative,0.75,0.31,0,IT stocks hit decade-high 3.2% dividend yield as FIIs flee.
56,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-stocks-rally-up-to-8-heres-what-is-fueling-the-surge/articleshow/123801466.cms,Wipro,AI,Positive,0.55,0.245,0,IT stocks rally up to 8%: Here’s what is fueling
57,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-stocks-rise-after-accentures-robust-q1-results-lift-sentiments-for-sector/articleshow/116491226.cms,Wipro,AI,Positive,0.4,0.363,0,IT stocks rise after Accenture’s robust Q1 results lift sentiments
58,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/loading-recession-6-market-bugs-crash-it-stocks-rs-88000-crore-deleted/articleshow/118960099.cms,Wipro,AI,Positive,0.475,0.162,0,"Loading... recession? 6 market bugs crash IT stocks, Rs 88,000"
59,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-sensex-falls-153-points-nifty-below-25100-as-inflation-spooks-investors-ril-it-stocks-weigh/articleshow/114248054.cms,Wipro,AI,Positive,0.3,0.311,0,"Market Wrap: Sensex falls 153 points, Nifty below 25,100 as"
60,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/nvidia-rallies-to-record-high-as-chipmaker-announces-ai-related-components/articleshow/106651059.cms,Wipro,AI,Positive,0.475,0.259,0,Nvidia rallies to record high as chipmaker announces AI-related components
61,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/pressure-amps-up-on-infosys-wipro-to-beat-high-expectations-amid-india-correction-woes/articleshow/114134986.cms,Wipro,AI,Positive,0.375,0.292,0,"Pressure amps up on Infosys, Wipro to beat high expectations"
62,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/private-banks-look-more-attractive-than-psu-peers-on-valuations-deepak-shenoy/articleshow/123519082.cms,Wipro,AI,Positive,0.475,0.325,0,Private banks look more attractive than PSU peers on valuations:
63,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-rises-150-points-nifty-above-23300-led-by-it-stocks-fed-outcome-in-focus/articleshow/110926758.cms,Wipro,AI,Positive,0.375,0.262,0,"Nifty hits fresh record high, Sensex soars 500 pts on"
64,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-wipro-irfc-tcs-zydus-life-lic-housing/articleshow/118746425.cms,Wipro,AI,Positive,0.65,0.274,0,"Stocks in news: Wipro, IRFC, TCS, Zydus Life, LIC Housing"
65,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-in-for-some-bounce-after-a-good-q4-show/articleshow/109297445.cms,Wipro,AI,Positive,0.3,0.269,0,TCS in for some bounce after a good Q4 show
66,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-infosys-wipro-rally-up-to-3-as-dovish-fed-outlook-lifts-indian-it-stocks/articleshow/119240222.cms,Wipro,AI,Positive,0.75,0.215,0,"TCS, Infosys, Wipro rally up to 3% as dovish Fed"
67,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tech-rally-in-india-faces-earnings-test-as-growth-worries-linger/articleshow/106482023.cms,Wipro,AI,Positive,0.3,0.317,0,Tech rally in India faces earnings test as growth worries
68,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/will-encora-acquisition-cement-coforges-ai-leadership-in-healthcare-and-hi-tech/articleshow/126222169.cms,Wipro,AI,Positive,0.475,0.233,0,Will Encora acquisition cement Coforge’s AI leadership in healthcare and
69,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/wipro-shares-in-focus-after-ai-powered-security-partnership-with-crowdstrike/articleshow/123912243.cms,Wipro,AI,Positive,1.0,0.258,0,Wipro shares in focus after AI-powered security partnership with CrowdStrike
70,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/wipro-shares-in-focus-after-launch-of-agentic-ai-services-to-boost-sovereignty-and-innovation/articleshow/119236908.cms,Wipro,AI,Positive,1.0,0.255,0,Wipro shares surge 3% after launch of Agentic AI services
71,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/voler-is-debt-free-and-profitable-investors-money-is-our-responsibility-vikas-parasrampuria-on-recent-listing-plans-more/articleshow/119463778.cms,Wipro,AI,Positive,0.45,0.389,0,‘Voler is debt-free and profitable; Investors’ money is our responsibility’:
72,economictimes.indiatimes.com,https://economictimes.indiatimes.com/mf/analysis/can-staggered-investments-in-nifty-it-etfs-lead-to-long-term-gains/articleshow/123374309.cms,Wipro,AI,Positive,0.275,0.118,0,Can staggered investments in Nifty IT ETFs lead to long-term
73,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/ai-all-set-to-disrupt-indias-tech-sector-vianai-founder-vishal-sikka/articleshow/123489267.cms,Wipro,AI,Neutral,0.575,1.0,0,AI all set to disrupt India's tech sector: Vianai founder
74,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/indigo-mahindra-wipro-bet-big-on-startups-with-venture-capital-funds/articleshow/119612169.cms,Wipro,AI,Positive,0.375,0.138,0,"IndiGo, Mahindra, Wipro bet big on startups with venture capital"
75,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/tata-group-google-india-infosys-countrys-top-three-most-attractive-employer-brands-report/articleshow/122836677.cms,Wipro,AI,Positive,0.375,0.06,0,"Tata Group, Google India, Infosys country's top-three most attractive employer"
76,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/india/and-disquiet-follows-the-don-at-wef/articleshow/117379039.cms,Wipro,AI,Positive,0.3,0.037,0,"And disquiet follows the don, at WEF"
77,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/india/cms-state-ministers-to-join-over-100-indian-ceos-in-davos-next-month/articleshow/116567949.cms,Wipro,AI,Positive,0.3,0.12,0,"CMs, state ministers to join over 100 Indian CEOs in"
78,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/india/indias-top-tech-leaders-call-for-creating-awareness-about-ethical-use-of-ai/articleshow/118946949.cms,Wipro,AI,Positive,0.75,0.098,0,India’s top tech leaders call for creating awareness about ethical
79,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/india/world-economic-forum-davos-meet-to-focus-on-collaboration-for-intelligent-age-over-100-from-india-to-attend/articleshow/115383205.cms,Wipro,AI,Positive,0.375,0.12,0,World Economic Forum Davos meet to focus on 'collaboration for
80,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/business/ireland-offers-indian-companies-stable-secure-pro-business-environment/articleshow/115513947.cms,Wipro,AI,Positive,0.375,0.199,0,"Ireland offers Indian companies stable, secure & pro-business environment"
81,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/new-updates/accentures-long-awaited-salary-hikes-are-here-15000-indians-rejoice-as-promotions-roll-out/articleshow/121327589.cms,Wipro,AI,Positive,0.3,0.118,0,"Accenture’s long-awaited salary hikes are here: 15,000 Indians rejoice as"
82,economictimes.indiatimes.com,https://economictimes.indiatimes.com/opinion/et-commentary/how-trump-and-musk-could-flesh-out-their-welcome-high-skilled-stay-away-illegals-h-1b-plan/articleshow/117093653.cms,Wipro,AI,Positive,0.45,0.205,0,"How Trump and Musk could flesh out their ""Welcome, high-skilled!"
83,economictimes.indiatimes.com,https://economictimes.indiatimes.com/opinion/et-commentary/view-bhartis-bt-group-deal-could-open-doors-for-the-real-east-india-company-to-flourish/articleshow/112512629.cms,Wipro,AI,Negative,0.4,0.084,0,East India company: Bharti's BT Group deal could open doors
84,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/adopt-or-perish-genais-saasy-missive/articleshow/118690288.cms,Wipro,AI,Positive,0.55,0.055,0,Adopt or perish: GenAIâs SaaS(y) missive - The Economic Times
85,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/ai-can-unburden-healthcare-systems-if-integrated-right-chief-ai-officer-ge-healthcare/articleshow/119434469.cms,Wipro,AI,Positive,0.475,0.133,0,AI can unburden healthcare systems if integrated right: Chief AI
86,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/ai-leadership-roles-up-40-60-in-fy25-as-talent-demand-soars/articleshow/121117663.cms,Wipro,AI,Positive,0.55,0.085,0,AI leadership roles up 40-60% in FY25 as talent demand
87,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/reimagining-tech-ais-the-art-of-the-possible/articleshow/117405695.cms,Wipro,AI,Positive,0.75,0.093,0,Reimagining tech! AIâs the art of the possible - The
88,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/tcs-calls-up-group-veterans-to-lead-the-voyage-into-ai/articleshow/120214647.cms,Wipro,AI,Positive,0.55,0.175,0,TCS Calls Up Group Veterans to Lead the Voyage into
89,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/the-gen-ai-boost-to-indias-outsourcing-business/articleshow/112592597.cms,Wipro,AI,Neutral,0.75,1.0,0,Gen AI boost: GenAI could boost Indiaâs outsourcing business margins
90,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/wipro-launches-lab45-ai-platform-to-compete-on-genai-solutions/articleshow/110917923.cms,Wipro,AI,Positive,1.0,0.181,0,Wipro AI platform: Wipro launches Lab45 AI platform to compete
91,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/funding/enterprise-led-genai-startup-ema-secures-25-million-in-funding-led-by-accel-prosus/articleshow/108240021.cms,Wipro,AI,Positive,0.55,0.1,0,ema funding accel: GenAI startup Ema secures $25 million in
92,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/-tech-it-deals-headline/articleshow/115423069.cms,Wipro,AI,Negative,0.475,0.075,0,Information technology gets its mojo back with big September wins
93,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/accentures-consulting-biz-uptick-shows-sector-is-key-for-it-recovery/articleshow/114094139.cms,Wipro,AI,Positive,0.75,0.093,0,Accenture: Accentureâs consulting biz uptick shows sector is key for
94,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/cognizant-gets-its-mojo-back-under-new-ceos-watch/articleshow/106646376.cms,Wipro,AI,Negative,0.55,0.05,0,Cognizant: Cognizant gets its mojo back under new CEOâs watch
95,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/dangerous-fantasy-to-vow-80-productivity-gains-via-ai-in-five-years-says-tech-mahindra-ceo/articleshow/122820678.cms,Wipro,AI,Positive,0.55,0.09,0,'Dangerous fantasy' to vow 80% productivity gains via AI in
96,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/digital-transformation-deals-back-in-play-with-a-cost-twist/articleshow/112354807.cms,Wipro,AI,Positive,0.475,0.226,0,digital transformation deals: Digital transformation deals back in play for
97,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/every-traditional-project-looking-at-ai-infusion-now-wipro/articleshow/123838122.cms,Wipro,AI,Positive,1.0,0.153,0,Every traditional project looking at AI infusion now: Wipro -
98,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/eye-on-ai-tech-companies-rejig-top-deck-plan-structural-overhaul/articleshow/119267193.cms,Wipro,AI,Positive,0.75,0.158,0,"Eye on AI, tech companies rejig top deck, plan structural"
99,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/for-it-a-16-billion-deal-feast-on-the-table/articleshow/106553835.cms,Wipro,AI,Positive,0.55,0.096,0,"IT services: For IT, a $16 billion deal feast on"
100,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/h-1b-rejig-to-have-mixed-impact-on-indian-it-students/articleshow/116481220.cms,Wipro,AI,Positive,0.475,0.136,0,H-1B visa changes: H-1B rejig to have mixed impact on
101,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/in-it-services-market-nimble-midsize-cos-gain-over-large-caps/articleshow/125986537.cms,Wipro,AI,Positive,0.475,0.277,0,"In IT services market, nimble midsize cos gain over large"
102,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/indian-it-earnings-likely-to-stutter-in-fiscal-2026-on-us-spending-woes/articleshow/119343022.cms,Wipro,AI,Negative,0.475,0.069,0,Indian IT earnings likely to stutter in fiscal 2026 on
103,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/indian-it-sees-pockets-of-h2-recovery-in-us-eu-as-bfsi-revs-up/articleshow/124833768.cms,Wipro,AI,Positive,0.55,0.165,0,"Indian IT sees pockets of H2 recovery in US, EU"
104,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/indias-it-eyes-chip-electronics-foray-to-glide-over-growth-bumps/articleshow/123884610.cms,Wipro,AI,Positive,0.55,0.071,0,"Indiaâs IT eyes chip, electronics foray to glide over growth"
105,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/indias-it-sector-treads-the-tightrope-between-tariff-wars-and-ai-innovation/articleshow/119350436.cms,Wipro,AI,Positive,0.475,0.115,0,Indiaâs IT sector treads the tightrope between tariff wars and
