Index,News Source,URL,Parent entity,Child Entity,Sentiment,Weight,Confidence Score,Cost,Summary (upto 10 words)
35,economictimes.indiatimes.com,https://economictimes.indiatimes.com/industry/cons-products/electronics/tcs-looks-to-rope-in-tpg-for-2-billion-ai-data-centre-jv/articleshow/125458373.cms,Tata Consultancy Services,AI,Positive,1.0,0.029,0,ET Exclusive: TCS looks to rope in TPG for $2
36,economictimes.indiatimes.com,https://economictimes.indiatimes.com/jobs/hr-policies-trends/techies-hired-and-fired-tcs-infosys-wipro-add-1400-jobs-but-trade-turmoil-keeps-it-headcount-in-check/articleshow/120424294.cms,Tata Consultancy Services,AI,Negative,0.55,0.084,0,"Techies hired and fired: TCS, Infosys, Wipro add 1,400 jobs,"
37,economictimes.indiatimes.com,https://economictimes.indiatimes.com/jobs/mid-career/india-incs-attrition-rates-hit-lowest-point-since-2020-amid-hiring-slowdown/articleshow/118767184.cms,Tata Consultancy Services,AI,Positive,0.2,0.106,0,India Inc's attrition rates in 2024 hit lowest point since
38,economictimes.indiatimes.com,https://economictimes.indiatimes.com/jobs/mid-career/tier-2-it-firms-upstage-sector-leaders-in-talent-poaching/articleshow/110774044.cms,Tata Consultancy Services,AI,Positive,0.375,0.181,0,Midcap IT companies in India poach talent from industry majors
39,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/tcs-results-signal-cautious-optimism-but-it-outlook-remains-uncertain-dhananjay-sinha/articleshow/124470253.cms,Tata Consultancy Services,AI,Negative,0.575,0.077,0,"TCS results signal cautious optimism, but IT outlook remains uncertain:"
40,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/best-artificial-intelligence-stocks-in-india,Tata Consultancy Services,AI,Positive,0.575,0.07,0,Best Artificial Intelligence Stocks (2024) in India - Top AI
41,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/can-hcltech-sustain-its-revenue-momentum-after-a-strong-september-quarter/articleshow/124540705.cms,Tata Consultancy Services,AI,Neutral,0.65,1.0,0,Can HCLTech sustain its revenue momentum after a strong September
42,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/hcltech-revenue-up-10-7-in-q2-rakes-in-100m-from-ai-alone/articleshow/124540764.cms,Tata Consultancy Services,AI,Positive,0.375,0.153,0,"HCLTech revenue up 10.7% in Q2, rakes in $100m from"
43,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/heat-wave-elections-in-india-create-unlikely-earnings-winners-and-losers/articleshow/111674874.cms,Tata Consultancy Services,AI,Positive,0.45,0.051,0,"Heat wave, elections to create unlikely earnings winners and losers"
44,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/india-tech-valuations-put-to-the-test-as-global-headwinds-put-pressure-on-earnings/articleshow/106574641.cms,Tata Consultancy Services,AI,Positive,0.75,0.184,0,India tech valuations put to the test as global headwinds
45,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/tcs-and-infosys-log-muted-sales-growth/articleshow/106743548.cms,Tata Consultancy Services,AI,Negative,0.375,0.092,0,TCS and Infosys log muted sales growth
46,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/tcs-expected-to-show-marginal-revenue-growth-amid-currency-fluctuations/articleshow/122353474.cms,Tata Consultancy Services,AI,Positive,0.375,0.07,0,TCS expected to show marginal revenue growth in Q1 amid
47,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/tcs-likely-to-report-sluggish-revenue-growth-in-q3-while-weaker-rupee-may-support-margin/articleshow/117058809.cms,Tata Consultancy Services,AI,Positive,0.375,0.077,0,TCS’ operating efficiency to bring shine amid muted top-line show
48,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/tcs-q1-results-cons-pat-up-6-at-rs-12760-crore-rs-11-per-share-dividend-declared/articleshow/122364627.cms,Tata Consultancy Services,AI,Positive,0.375,0.136,0,TCS Q1 Results FY26: Cons PAT up 6% YoY at
49,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/tcs-q2-preview-revenue-may-grow-by-up-to-7-7-yoy-while-8-10-uptick-in-pat-seen/articleshow/114071007.cms,Tata Consultancy Services,AI,Positive,0.475,0.074,0,TCS Q2 results preview: Revenue may grow by up to
50,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/from-cyient-to-tcs-49-it-stocks-see-fii-selling-amid-year-long-slump-do-you-own-any/articleshow/125970165.cms,Tata Consultancy Services,AI,Positive,0.375,0.133,0,"From Cyient to TCS, 49 IT stocks see FII selling"
51,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/hcl-technologies-outperforms-tcs-in-revenue-growth-despite-profitability-challenges/articleshow/122474377.cms,Tata Consultancy Services,AI,Positive,0.375,0.095,0,HCL Technologies outperforms TCS in revenue growth despite profitability challenges
52,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/infosys-wipro-other-it-stocks-fall-up-to-3-as-tcs-job-cuts-deepen-concerns-over-sector-slowdown/articleshow/122946567.cms,Tata Consultancy Services,AI,Positive,0.75,0.085,0,"Infosys, Wipro, other IT stocks fall up to 3% as"
53,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-giants-add-22-billion-to-market-cap-in-just-2-days/articleshow/106862587.cms,Tata Consultancy Services,AI,Positive,0.375,0.105,0,IT giants add $22 billion to market cap in just
54,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-stocks-rally-up-to-8-heres-what-is-fueling-the-surge/articleshow/123801466.cms,Tata Consultancy Services,AI,Positive,0.55,0.145,0,IT stocks rally up to 8%: Here’s what is fueling
55,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/jpmorgan-downgrades-hcl-tech-slashes-target-prices-across-indian-it-on-muted-fy26-growth-outlook/articleshow/119896294.cms,Tata Consultancy Services,AI,Negative,0.45,0.058,0,"JPMorgan downgrades HCL Tech, slashes target prices across Indian IT"
56,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/lack-of-ai-is-reducing-indian-software-stocks-heft-as-tech-bets/articleshow/110193228.cms,Tata Consultancy Services,AI,Neutral,0.75,1.0,0,AI-led tech craze leaves mega Indian software stocks in the
57,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/loading-recession-6-market-bugs-crash-it-stocks-rs-88000-crore-deleted/articleshow/118960099.cms,Tata Consultancy Services,AI,Positive,0.475,0.141,0,"Loading... recession? 6 market bugs crash IT stocks, Rs 88,000"
58,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/pressure-amps-up-on-infosys-wipro-to-beat-high-expectations-amid-india-correction-woes/articleshow/114134986.cms,Tata Consultancy Services,AI,Positive,0.275,0.075,0,"Pressure amps up on Infosys, Wipro to beat high expectations"
59,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stable-largecaps-or-high-growth-tier-2-bets-investors-it-stock-conundrum-at-play/articleshow/119931088.cms,Tata Consultancy Services,AI,Positive,0.375,0.071,0,Stable largecaps or high-growth tier-2 bets? Investors' IT stock conundrum
60,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-mazagon-dock-jsw-steel-tcs-ireda-just-dial/articleshow/114133831.cms,Tata Consultancy Services,AI,Positive,0.45,0.084,0,"Stocks in news: Mazagon Dock, JSW Steel, TCS, IREDA, Just"
61,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-paytm-indigo-mm-ril-lic-tcs-apollo-hospitals/articleshow/125120422.cms,Tata Consultancy Services,AI,Neutral,0.575,1.0,0,"Stocks in news: Paytm, IndiGo, M&M, RIL, LIC, TCS, Apollo"
62,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-tcs-groww-ril-pvr-inox-jsw-energy/articleshow/125468190.cms,Tata Consultancy Services,AI,Neutral,0.75,1.0,0,"Stocks in news: TCS, Groww, RIL, PVR Inox, JSW Energy"
63,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sustained-deal-momentum-discretionary-pick-up-hint-at-a-better-fy26-for-infosys/articleshow/117306497.cms,Tata Consultancy Services,AI,Positive,0.475,0.148,0,"Deal momentum, discretionary spend pickup hint at a better FY26"
64,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-in-for-some-bounce-after-a-good-q4-show/articleshow/109297445.cms,Tata Consultancy Services,AI,Positive,0.375,0.13,0,TCS in for some bounce after a good Q4 show
65,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-infosys-wipro-rally-up-to-3-as-dovish-fed-outlook-lifts-indian-it-stocks/articleshow/119240222.cms,Tata Consultancy Services,AI,Positive,0.55,0.133,0,"TCS, Infosys, Wipro rally up to 3% as dovish Fed"
66,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-q3-results-take-aways-profit-dividend-attrition-rate-among-5-key-details-to-know/articleshow/117088882.cms,Tata Consultancy Services,AI,Positive,0.475,0.228,0,"TCS Q3 results takeaways: Profit, dividend, attrition rate among 5"
67,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-shares-in-focus-after-q1-profit-up-6-yoy-to-rs-12760-should-you-buy-sell-or-hold/articleshow/122378340.cms,Tata Consultancy Services,AI,Positive,0.45,0.128,0,TCS shares tumble 2% after Q1 show fails to cheer
68,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-shares-in-focus-as-co-eyes-global-ai-leadership-check-target-price/articleshow/126050017.cms,Tata Consultancy Services,AI,Positive,1.0,0.159,0,TCS shares rise as co eyes global AI leadership. Check
69,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-shares-in-focus-as-company-announces-layoffs-of-over-12000-employees/articleshow/122944498.cms,Tata Consultancy Services,AI,Negative,0.45,0.082,0,"TCS shares slip nearly 2% after company announces over 12,000"
70,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-shares-in-focus-as-it-major-sets-up-new-ai-transformation-unit/articleshow/123555817.cms,Tata Consultancy Services,AI,Positive,1.0,0.137,0,TCS shares in focus as IT major sets up new
71,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-shares-in-focus-on-partnership-with-salesforce-for-manufacturers-semiconductor-chip-makers/articleshow/118436290.cms,Tata Consultancy Services,AI,Positive,0.75,0.258,0,"TCS shares in focus on partnership with Salesforce for manufacturers,"
72,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-shares-rally-over-4-to-cross-market-cap-of-rs-15-lakh-crore-first-time/articleshow/107446359.cms,Tata Consultancy Services,AI,Positive,0.575,0.152,0,TCS shares rally over 4% to cross market cap of
73,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/how-ratan-tata-dared-to-dream-big-when-others-played-safe/articleshow/114116011.cms,Tata Consultancy Services,AI,Positive,0.375,0.073,0,How Ratan Tata dared to dream big when others played
74,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/tata-reliance-adani-airtel-india-ai-data-centres-investment-boom/articleshow/125606226.cms,Tata Consultancy Services,AI,Positive,0.75,0.021,0,"Tata, Reliance, Adani & Airtel — The behemoths want a"
75,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/tata-sons-chief-n-chandrasekaran-to-group-firms-embrace-ai-or-risk-falling-behind/articleshow/120044433.cms,Tata Consultancy Services,AI,Positive,0.675,0.173,0,Tata Sons chief N Chandrasekaran to group firms: Embrace AI
76,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/tata-sons-chief-urges-group-cos-to-embrace-ai/articleshow/120044433.cms,Tata Consultancy Services,AI,Positive,0.675,0.173,0,Tata Sons chief N Chandrasekaran to group firms: Embrace AI
77,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/tatas-trust-for-3rd-time-why-chandrasekaran-is-a-hot-favourtite/articleshow/124522754.cms,Tata Consultancy Services,AI,Positive,0.475,0.112,0,Tata's trust for 3rd time: Why Chandrasekaran is a hot
78,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/tcs-joins-worlds-top-50-most-valuable-brands-with-57-3-bn-valuation/articleshow/121178061.cms,Tata Consultancy Services,AI,Positive,0.575,0.244,0,TCS joins world’s top 50 most valuable brands with $57.3
79,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/west-bengal-mamata-banerjee-tata-sons-chairman-n-chandrasekaran-2025-investment-buddhadeb-bhattacharjee/articleshow/122388432.cms,Tata Consultancy Services,AI,Positive,0.375,0.088,0,Bengal’s big reboot or Buddhadeb déjà vu: Can Mamata Banerjee’s
80,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/economy/indicators/why-layoffs-are-bad-not-just-for-the-laid-off/articleshow/124908580.cms,Tata Consultancy Services,AI,Positive,0.55,0.069,0,Why AI-led layoffs are bad not just for the laid
81,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/india/adityanath-tata-sons-chairman-discuss-ai-city-plan-investment-avenues-in-uttar-pradesh/articleshow/125995579.cms,Tata Consultancy Services,AI,Positive,0.55,0.162,0,"Adityanath, Tata Sons chairman discuss AI City plan, investment avenues"
82,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/global-trends/the-asian-century-rolls-on-as-trump-risks-freezing-america-out/articleshow/125424820.cms,Tata Consultancy Services,AI,Positive,0.375,0.166,0,The Asian century rolls on as Trump risks freezing America
83,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/global-trends/us-news-over-100000-job-cuts-rattle-tech-industry-in-2025-amazon-meta-google-intel-lay-off-thousands-of-employees-check-full-list-of-companies/articleshow/125029264.cms,Tata Consultancy Services,AI,Positive,0.75,0.115,0,"Over 1,00,000 job cuts rattle tech industry in 2025: Amazon,"
84,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/new-updates/accentures-long-awaited-salary-hikes-are-here-15000-indians-rejoice-as-promotions-roll-out/articleshow/121327589.cms,Tata Consultancy Services,AI,Positive,0.4,0.118,0,"Accenture’s long-awaited salary hikes are here: 15,000 Indians rejoice as"
85,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/new-updates/saying-ai-will-replace-developers-is-like-saying-calculator-will-replace-cas-techies-post-goes-viral-others-say-learn-prompt-engineering/articleshow/123381116.cms,Tata Consultancy Services,AI,Positive,0.475,0.077,0,'Saying AI will replace developers is like saying calculator will
86,economictimes.indiatimes.com,https://economictimes.indiatimes.com/nri/work/h-1b-visa-backlash-shows-indians-theyre-not-so-special-anymore/articleshow/117037972.cms,Tata Consultancy Services,AI,Positive,0.45,0.071,0,H-1B visa backlash shows Indians theyâre not so special anymore
87,economictimes.indiatimes.com,https://economictimes.indiatimes.com/nri/work/h-1b-visa-lottery-results-are-out-heres-what-to-look-for-in-your-application-status/articleshow/119667086.cms,Tata Consultancy Services,AI,Positive,0.55,0.121,0,H-1B visa lottery results are out; here's what to look
88,economictimes.indiatimes.com,https://economictimes.indiatimes.com/nri/work/tata-and-infosys-to-bear-brunt-of-trumps-100000-h1b-visa-fee/articleshow/125993041.cms,Tata Consultancy Services,AI,Positive,0.275,0.03,0,"Tata and Infosys to bear brunt of Trumpâs $100,000 H-1B"
89,economictimes.indiatimes.com,https://economictimes.indiatimes.com/nri/work/tcs-and-infosys-reduce-new-h-1b-visa-filings-as-google-and-amazon-top-the-2025-charts/articleshow/125428226.cms,Tata Consultancy Services,AI,Positive,0.45,0.087,0,H-1B visa hiring: TCS and Infosys reduce new H-1B visa
90,economictimes.indiatimes.com,https://economictimes.indiatimes.com/nri/work/tcs-reduces-h-1b-usage-aligns-with-us-push-for-local-and-high-skilled-hiring/articleshow/124520337.cms,Tata Consultancy Services,AI,Positive,0.55,0.018,0,"TCS hiring: TCS reduces H-1B usage, aligns with US push"
91,economictimes.indiatimes.com,https://economictimes.indiatimes.com/nri/work/trumps-h-1b-visa-crackdown-upends-indian-it-industrys-playbook/articleshow/124032728.cms,Tata Consultancy Services,AI,Positive,0.475,0.049,0,Trump's H-1B visa crackdown upends Indian IT industry's playbook -
92,economictimes.indiatimes.com,https://economictimes.indiatimes.com/prime/technology-and-startups/tcs-breaks-its-own-rules-as-ai-forces-a-strategic-u-turn/primearticleshow/125960701.cms,Tata Consultancy Services,AI,Positive,1.0,0.031,0,TCS breaks its own rules as AI forces a strategic
93,economictimes.indiatimes.com,https://economictimes.indiatimes.com/small-biz/security-tech/technology/we-need-to-focus-more-on-building-indias-ai-ecosystem-meity-additional-secy-abhishek-singh/articleshow/124936338.cms,Tata Consultancy Services,AI,Positive,0.675,0.162,0,We need to focus more on building India’s AI ecosystem:
94,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/adani-to-invest-5-billion-in-google-data-centers-cfo-says/articleshow/125641451.cms,Tata Consultancy Services,AI,Positive,0.475,0.017,0,"Adani to invest $5 billion in Google data centers, CFO"
95,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/at-the-heart-of-the-ai-machine-those-who-build-genai-from-the-ground-up/articleshow/113619104.cms,Tata Consultancy Services,AI,Positive,0.675,0.144,0,AI models: At the heart of the AI machine: those
96,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/financial-services-players-take-to-agentic-ai-to-automate-workflows/articleshow/121419500.cms,Tata Consultancy Services,AI,Positive,0.675,0.086,0,Financial services players take to agentic AI to automate workflows
97,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/openai-strives-for-tata-hand-to-grow-footprint-in-india/articleshow/125751641.cms,Tata Consultancy Services,AI,Positive,0.75,0.102,0,OpenAI strives for Tata hand to grow footprint in India
98,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/reimagining-tech-ais-the-art-of-the-possible/articleshow/117405695.cms,Tata Consultancy Services,AI,Positive,0.675,0.19,0,Reimagining tech! AIâs the art of the possible - The
99,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/tcs-calls-up-group-veterans-to-lead-the-voyage-into-ai/articleshow/120214647.cms,Tata Consultancy Services,AI,Positive,1.0,0.145,0,TCS Calls Up Group Veterans to Lead the Voyage into
100,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/wipro-launches-lab45-ai-platform-to-compete-on-genai-solutions/articleshow/110917923.cms,Tata Consultancy Services,AI,Positive,0.675,0.247,0,Wipro AI platform: Wipro launches Lab45 AI platform to compete
101,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/-tech-it-deals-headline/articleshow/115423069.cms,Tata Consultancy Services,AI,Positive,0.4,0.088,0,Information technology gets its mojo back with big September wins
